country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
Equatorial Guinea,2006,89,56.8,5.46,645718,4239290429,Africa,Middle Africa
Eritrea,2006,45.4,60,5.37,4304440,793870129.9,Africa,Eastern Africa
Estonia,2006,5.3,72.9,1.57,1349369,8827550545,Europe,Northern Europe
Ethiopia,2006,65.3,57.2,5.52,78735675,12384159131,Africa,Eastern Africa
Fiji,2006,20.2,64.8,2.82,827390,1933591137,Oceania,Melanesia
Finland,2006,2.9,79.2,1.84,5266600,144797309748,Europe,Northern Europe
France,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
French Polynesia,2006,NA,74.48,2.22,257731,NA,Oceania,Polynesia
Gabon,2006,49,60.9,4.34,1408920,5588238866,Africa,Middle Africa
Gambia,2006,55.6,65.2,5.8,1487731,954571694.3,Africa,Western Africa
Georgia,2006,20.2,71.9,1.72,4429186,4763429293,Asia,Western Asia
Germany,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
Ghana,2006,55.6,61.2,4.33,21951891,6771379934,Africa,Western Africa
Greece,2006,4.6,80,1.4,11098212,160060884679,Europe,Southern Europe
Greenland,2006,NA,69.5,2.26,56958,1167082381,Americas,Northern America
Grenada,2006,12.3,70.5,2.32,103259,568497398,Americas,Caribbean
Guatemala,2006,32.3,70.2,4.28,13490041,23597025901,Americas,Central America
Guinea,2006,81.9,56.4,5.5,9898301,5061531939,Africa,Western Africa
Guinea-Bissau,2006,86.7,53,5.39,1494603,215273017.1,Africa,Western Africa
Guyana,2006,34.1,64.8,2.75,743705,776104320.3,Americas,South America
Haiti,2006,64.1,60.3,3.66,9409479,3645815936,Americas,Caribbean
Honduras,2006,24.1,71.4,3.41,7007029,9505547333,Americas,Central America
"Hong Kong, China",2006,NA,82.12,1.01,6855818,221622650577,Asia,Eastern Asia
Hungary,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
Iceland,2006,2.3,81.8,2.09,300887,11225410811,Europe,Northern Europe
India,2006,53.9,63.9,2.75,1162088305,719561619358,Asia,Southern Asia
Indonesia,2006,32.1,68.9,2.5,229263980,219327471266,Asia,South-Eastern Asia
Iran,2006,20.5,72.4,1.87,70923164,140786359715,Asia,Southern Asia
Iraq,2006,32.4,65.1,4.48,27716983,20193296331,Asia,Western Asia
Ireland,2006,4.1,79.8,1.99,4293942,130660880329,Europe,Northern Europe
Israel,2006,4.3,79.6,2.91,6754836,146121402339,Asia,Western Asia
Italy,2006,3.7,81.2,1.34,58918471,1184855583062,Europe,Southern Europe
Jamaica,2006,16.7,75.5,2.44,2691444,10235624545,Americas,Caribbean
Japan,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
Jordan,2006,19.9,75.5,3.69,5530218,12459768320,Asia,Western Asia
Kazakhstan,2006,26.8,65.3,2.38,15603072,33162261239,Asia,Central Asia
Kenya,2006,51.8,58.4,4.88,36286015,16133989515,Africa,Eastern Africa
Kiribati,2006,49.5,61,3.25,94257,75699705.57,Oceania,Micronesia
South Korea,2006,4.5,79.1,1.2,47901643,698799258266,Asia,Eastern Asia
Kuwait,2006,10,77.7,2.65,2389498,58866086616,Asia,Western Asia
Kyrgyz Republic,2006,33,66.7,2.65,5166644,1700482777,Asia,Central Asia
Lao,2006,67.8,60.8,3.52,5838837,2544965999,Asia,South-Eastern Asia
Latvia,2006,10.1,70.8,1.43,2199105,13030690849,Europe,Northern Europe
Lebanon,2006,11.2,77.4,1.69,4057041,20911331543,Asia,Western Asia
Lesotho,2006,87.5,43.1,3.48,1940345,897523944.6,Africa,Southern Africa
Liberia,2006,81.9,58.8,5.37,3384804,652639709.3,Africa,Western Africa
Libya,2006,18.6,75.5,2.74,5907149,43960015284,Africa,Northern Africa
Lithuania,2006,7.7,71.5,1.35,3305529,17944975000,Europe,Northern Europe
Luxembourg,2006,2.6,80.3,1.62,465546,25381346505,Europe,Western Europe
"Macao, China",2006,NA,78.89,0.87,479728,12132224050,Asia,Eastern Asia
"Macedonia, FYR",2006,11.6,74.1,1.5,2047330,4072129927,Europe,Southern Europe
Madagascar,2006,50.6,61.7,4.95,18826129,4557258852,Africa,Eastern Africa
Malawi,2006,67.1,49.6,5.9,13112383,2072290116,Africa,Eastern Africa
Malaysia,2006,6.9,74.5,2.15,26263048,125138421053,Asia,South-Eastern Asia
Maldives,2006,17.2,77.5,2.45,310168,977140736.4,Asia,Southern Asia
Mali,2006,93.2,57.4,6.8,13309942,3468639046,Africa,Western Africa
Malta,2006,5.9,81,1.37,399892,4229019047,Europe,Southern Europe
Mauritania,2006,74,67,5.04,3241762,1928387628,Africa,Western Africa
Mauritius,2006,14,72.5,1.69,1227714,5536815245,Africa,Eastern Africa
Mexico,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
"Micronesia, Fed. Sts.",2006,36.6,67.7,3.74,105680,240271104.7,Oceania,Micronesia
Moldova,2006,16,69.8,1.49,4144651,1900665178,Europe,Eastern Europe
Mongolia,2006,32.7,64,2.25,2558484,1689531996,Asia,Eastern Asia
Montenegro,2006,8.8,75.2,1.75,617462,1227907722,Europe,Southern Europe
Morocco,2006,33.2,72.9,2.38,30691434,50863330782,Africa,Northern Africa
Mozambique,2006,86.6,53,5.63,21737860,6893450298,Africa,Eastern Africa
Namibia,2006,44.1,54.9,3.51,2053915,5324020759,Africa,Southern Africa
Nepal,2006,44.1,67.8,3.19,25794344,6709559955,Asia,Southern Asia
Netherlands,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
New Caledonia,2006,NA,74.84,2.23,232283,NA,Oceania,Melanesia
New Zealand,2006,5.3,79.9,2.09,4187584,63200977861,Oceania,Australia and New Zealand
Nicaragua,2006,25.3,76.7,2.8,5450217,4788455384,Americas,Central America
Niger,2006,78.7,56.6,7.6,13995530,2311973611,Africa,Western Africa
Nigeria,2006,93.4,57.4,6.02,143318011,65740242424,Africa,Western Africa
Norway,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
Oman,2006,10.6,76,2.91,2553376,24921898556,Asia,Western Asia
Pakistan,2006,78.7,63.7,3.71,156524189,100186010330,Asia,Southern Asia
Panama,2006,19,77.2,2.67,3378600,15573098990,Americas,Central America
Papua New Guinea,2006,54.7,58,4.17,6236158,3916288942,Oceania,Melanesia
Paraguay,2006,23.1,74,3.19,5882797,8371707752,Americas,South America
Peru,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
Philippines,2006,26.9,69.2,3.4,87592899,106721360539,Asia,South-Eastern Asia
Poland,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
Portugal,2006,3.5,79,1.39,10516559,124006192051,Europe,Southern Europe
Puerto Rico,2006,NA,76.8,1.73,3749653,68698523857,Americas,Caribbean
Qatar,2006,8.6,76.7,2.42,988448,31376173840,Asia,Western Asia
Romania,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
Russia,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
Rwanda,2006,63.1,61.6,5.27,9231041,2737350891,Africa,Eastern Africa
St. Lucia,2006,14.8,73.4,2.03,167656,839865385.4,Americas,Caribbean
St. Vincent and the Grenadines,2006,19.2,70.6,2.15,108908,518425049.5,Americas,Caribbean
Samoa,2006,16.4,72,4.46,181072,320241629.4,Oceania,Polynesia
Saudi Arabia,2006,16.4,77.9,3.14,25419994,234111140403,Asia,Western Asia
Senegal,2006,54,62.5,5.18,11578430,6041595932,Africa,Western Africa
Serbia,2006,7.3,73.6,1.45,9154760,8172595498,Europe,Southern Europe
Seychelles,2006,12.2,72.3,2.28,89896,653242423.3,Africa,Eastern Africa
Sierra Leone,2006,124.5,52.7,5.34,5243214,1293976843,Africa,Western Africa
Singapore,2006,2.3,80.2,1.28,4614637,131714117434,Asia,South-Eastern Asia
Slovak Republic,2006,8.2,74.5,1.26,5387734,39541185362,Europe,Eastern Europe
Slovenia,2006,3.3,77.9,1.36,2005566,25262671897,Europe,Southern Europe
Solomon Islands,2006,27.6,61.9,4.46,480716,490183884.1,Oceania,Melanesia
South Africa,2006,50,52.5,2.63,49027805,169353717106,Africa,Southern Africa
Spain,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
Sri Lanka,2006,11.4,73.9,2.3,19672418,21359771931,Asia,Southern Asia
Sudan,2006,58.5,64.9,4.96,32809056,17854598587,Africa,Northern Africa
Suriname,2006,25,70,2.48,495953,1223312567,Americas,South America
Swaziland,2006,76.8,43.1,3.82,1118204,1747867421,Africa,Southern Africa
Sweden,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
Switzerland,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
Syria,2006,15.4,75.7,3.31,18728200,25819314494,Asia,Western Asia
Tajikistan,2006,51.4,68.7,3.64,6949566,1175016606,Asia,Central Asia
Tanzania,2006,55.2,57.9,5.62,40260847,15282420026,Africa,Eastern Africa
Thailand,2006,14.6,73.5,1.52,66174486,165400160325,Asia,South-Eastern Asia
Timor-Leste,2006,63.9,68.5,6.7,1008389,304215734.3,Asia,South-Eastern Asia
Togo,2006,65.7,57.5,4.96,5732175,1423394866,Africa,Western Africa
Tonga,2006,14.4,70.1,4.1,101507,208373017.4,Oceania,Polynesia
Trinidad and Tobago,2006,23.3,71.3,1.78,1303141,13553660689,Americas,Caribbean
Tunisia,2006,18.5,76.4,2.03,10196441,28117653870,Africa,Northern Africa
Turkey,2006,21.7,76.7,2.2,68704721,355999132580,Asia,Western Asia
Turkmenistan,2006,56.2,66.3,2.57,4801594,6998010941,Asia,Central Asia
Uganda,2006,63.4,54.9,6.51,29000925,9488864309,Africa,Eastern Africa
Ukraine,2006,12,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
United Arab Emirates,2006,8.2,75.7,2.07,5171255,148879963946,Asia,Western Asia
United Kingdom,2006,5,79.2,1.8,60648850,1746374722576,Europe,Northern Europe
United States,2006,6.7,77.8,2.11,298860519,11442690235793,Americas,Northern America
Uruguay,2006,12,75.7,2.14,3331041,23976536117,Americas,South America
Uzbekistan,2006,44.6,68.8,2.48,26242947,19213134965,Asia,Central Asia
Vanuatu,2006,23.5,62.9,3.76,214635,307381998.4,Oceania,Melanesia
Venezuela,2006,15.4,74.5,2.6,27221228,146005830495,Americas,South America
West Bank and Gaza,2006,21.7,74.4,4.58,3662561,NA,Asia,Western Asia
Vietnam,2006,22,73.5,1.89,84979667,48453031029,Asia,South-Eastern Asia
Yemen,2006,51.9,65,5.2,21093973,12217132024,Asia,Western Asia
Zambia,2006,64.9,47.9,5.93,12381509,4348147615,Africa,Eastern Africa
Zimbabwe,2006,60.3,45.5,3.94,13127942,4400064590,Africa,Eastern Africa
Albania,2007,16.7,76.6,1.8,3010849,5330152753,Europe,Southern Europe
Algeria,2007,26.4,75.3,2.66,34261971,73085186314,Africa,Northern Africa
Angola,2007,117.1,56.2,6.52,19183907,21674668197,Africa,Middle Africa
Antigua and Barbuda,2007,9.2,75.3,2.18,84397,1009354032,Americas,Caribbean
Argentina,2007,14.1,75.2,2.25,39969903,369614509411,Americas,South America
Armenia,2007,18.8,72.3,1.4,2988117,4378219566,Asia,Western Asia
Aruba,2007,NA,74.62,1.74,101218,NA,Americas,Caribbean
Australia,2007,4.5,81.5,1.92,20975949,522729696645,Oceania,Australia and New Zealand
Austria,2007,3.8,80.1,1.38,8301290,224424149682,Europe,Western Europe
Azerbaijan,2007,39.3,69.1,1.99,8763359,16696099500,Asia,Western Asia
Bahamas,2007,12.2,71.8,1.88,342259,7143393152,Americas,Caribbean
Bahrain,2007,8.5,77,2.29,1026568,12380031014,Asia,Western Asia
Bangladesh,2007,45.9,67.7,2.44,146592687,69670899876,Asia,Southern Asia
Barbados,2007,14.5,75.1,1.83,276154,2657506213,Americas,Caribbean
Belarus,2007,6.2,69.7,1.39,9556061,21863108809,Europe,Eastern Europe
Belgium,2007,3.9,79.5,1.8,10704830,266243709886,Europe,Western Europe
Belize,2007,17.6,70.6,2.97,298403,1147050000,Americas,Central America
Benin,2007,75.2,59.2,5.37,8707637,2969566512,Africa,Western Africa
Bhutan,2007,40.4,70.3,2.59,681471,800957405.1,Asia,Southern Asia
Bolivia,2007,42.2,70.9,3.55,9441482,10714702655,Americas,South America
Bosnia and Herzegovina,2007,7.1,77.3,1.21,3840418,7957050958,Europe,Southern Europe
Botswana,2007,45.5,52.4,2.91,1930431,8019553719,Africa,Southern Africa
Brazil,2007,17.1,73,1.94,192784521,815703390474,Americas,South America
Brunei,2007,7.3,76.8,2.12,374459,6952621062,Asia,South-Eastern Asia
Bulgaria,2007,12.3,72.9,1.4,7568378,19101459236,Europe,Eastern Europe
Burkina Faso,2007,79.2,57.4,6.12,14264002,3961301219,Africa,Western Africa
Burundi,2007,72.7,57.9,6.57,8514578,1027346066,Africa,Eastern Africa
Cambodia,2007,46.5,65.4,3.1,13728700,6971897273,Asia,South-Eastern Asia
Cameroon,2007,73.1,55.7,5.24,19078100,12912710945,Africa,Middle Africa
Canada,2007,5.1,80.6,1.66,32982275,863738436331,Americas,Northern America
Cape Verde,2007,23.6,69.6,2.66,481278,838471844.9,Africa,Western Africa
Central African Republic,2007,106.9,46.2,4.9,4202104,983715326.2,Africa,Middle Africa
Chad,2007,98.1,54,6.9,10779504,3030064983,Africa,Middle Africa
Chile,2007,7.6,78.3,1.9,16462701,101465571562,Americas,South America
China,2007,17.2,73.1,1.53,1319625197,2456672989716,Asia,Eastern Asia
Colombia,2007,17.3,75.9,2.45,44374647,136743824883,Americas,South America
Comoros,2007,67.9,66.6,5.11,649404,235543869.4,Africa,Eastern Africa
"Congo, Dem. Rep.",2007,91.5,57.1,6.55,59834875,5950214773,Africa,Middle Africa
"Congo, Rep.",2007,53.1,58.3,5.11,3715665,4106748578,Africa,Middle Africa
Costa Rica,2007,8.9,79.6,1.95,4369465,22875207933,Americas,Central America
Cote d'Ivoire,2007,84.1,54.9,4.93,18862172,10667682580,Africa,Western Africa
Croatia,2007,5.3,76,1.41,4357114,29507125184,Europe,Southern Europe
Cuba,2007,4.8,77.5,1.52,11284043,46940846885,Americas,Caribbean
Cyprus,2007,3.5,79.8,1.5,1063040,11954759661,Asia,Western Asia
Czech Republic,2007,3.9,76.8,1.39,10330487,81312346952,Europe,Eastern Europe
Denmark,2007,3.7,78.4,1.85,5466988,178957142594,Europe,Northern Europe
Djibouti,2007,67.5,61.5,3.83,799309,702855469.8,Africa,Eastern Africa
Dominican Republic,2007,29.1,73.7,2.69,9504336,34258540899,Americas,Caribbean
Ecuador,2007,23.1,74.5,2.77,14205479,22420870170,Americas,South America
Egypt,2007,27.1,70.3,2.99,77605327,135868769654,Africa,Northern Africa
El Salvador,2007,19.2,73.5,2.35,5986414,15917713172,Americas,Central America
Equatorial Guinea,2007,86.3,57.1,5.39,665798,5148299307,Africa,Middle Africa
Eritrea,2007,43.7,60.1,5.27,4406299,805194805.2,Africa,Eastern Africa
Estonia,2007,4.8,73,1.6,1344233,9488928631,Europe,Northern Europe
Ethiopia,2007,61,58.6,5.35,80891968,13802890302,Africa,Eastern Africa
Fiji,2007,20.3,64.9,2.77,834729,1917139709,Oceania,Melanesia
Finland,2007,2.9,79.4,1.83,5289333,152522572324,Europe,Northern Europe
France,2007,3.6,81,1.96,61966193,1505321677069,Europe,Western Europe
French Polynesia,2007,NA,74.81,2.18,260361,NA,Oceania,Polynesia
Gabon,2007,47.4,61.6,4.3,1440902,5898573546,Africa,Middle Africa
Gambia,2007,54.5,65.3,5.8,1536424,1011867197,Africa,Western Africa
Georgia,2007,18.6,72.1,1.76,4385885,5351427005,Asia,Western Asia
Germany,2007,3.7,79.9,1.36,80854515,2081124117403,Europe,Western Europe
Ghana,2007,54.4,61.6,4.26,22528041,7208793173,Africa,Western Africa
Greece,2007,4.4,79.8,1.43,11131302,164856617856,Europe,Southern Europe
Greenland,2007,NA,70,2.3,56896,1231424330,Americas,Northern America
Grenada,2007,12.1,70.7,2.3,103587,604222784.9,Americas,Caribbean
Guatemala,2007,31.2,71,4.2,13797629,25084585160,Americas,Central America
Guinea,2007,79,56.8,5.42,10152521,5150498469,Africa,Western Africa
Guinea-Bissau,2007,83.3,53.2,5.32,1527342,222166391.5,Africa,Western Africa
Guyana,2007,33.9,64.9,2.75,745638,830589276.3,Americas,South America
Haiti,2007,62.7,60.8,3.58,9556958,3767705735,Americas,Caribbean
Honduras,2007,23.2,71.6,3.34,7133737,10093784782,Americas,Central America
"Hong Kong, China",2007,NA,82.31,1.02,6878566,235782862471,Asia,Eastern Asia
Hungary,2007,6.5,73.6,1.32,10064138,59169627001,Europe,Eastern Europe
Iceland,2007,2.2,82.1,2.11,305415,11897251672,Europe,Northern Europe
India,2007,51.9,64.3,2.69,1179685631,790088337362,Asia,Southern Asia
Indonesia,2007,30.9,69.2,2.49,232296830,233243848107,Asia,South-Eastern Asia
Iran,2007,19.4,72.8,1.87,71720859,151802594344,Asia,Southern Asia
Iraq,2007,31.8,65.3,4.41,28423538,20496195776,Asia,Western Asia
Ireland,2007,3.9,80.1,2,4388612,137432137279,Europe,Northern Europe
Israel,2007,4.1,80.3,2.91,6920762,154153404721,Asia,Western Asia
Italy,2007,3.6,81.3,1.37,59138599,1204797445901,Europe,Southern Europe
Jamaica,2007,16.5,75.3,2.41,2704606,10297038292,Americas,Caribbean
Japan,2007,2.6,82.4,1.33,127250015,5217808186995,Asia,Eastern Asia
Jordan,2007,19.3,76.3,3.64,5759424,13478443882,Asia,Western Asia
Kazakhstan,2007,24.8,65.8,2.46,15755242,36113702490,Asia,Central Asia
Kenya,2007,49.5,59.8,4.82,37250540,17262285409,Africa,Eastern Africa
Kiribati,2007,49.5,61.2,3.19,96310,76008011.33,Oceania,Micronesia
South Korea,2007,4.1,79.4,1.21,48205062,734478718311,Asia,Eastern Asia
Kuwait,2007,9.8,77.7,2.67,2538591,61440300584,Asia,Western Asia
Kyrgyz Republic,2007,31.7,67,2.73,5228937,1845752891,Asia,Central Asia
Lao,2007,65.5,61.7,3.48,5939634,2738302709,Asia,South-Eastern Asia
Latvia,2007,9.6,71.3,1.47,2171378,14330842539,Europe,Northern Europe
Lebanon,2007,10.4,77.5,1.62,4085426,22479859654,Asia,Western Asia
Lesotho,2007,84.3,43.3,3.41,1955656,940007924.9,Africa,Southern Africa
Liberia,2007,76.9,59.3,5.28,3522337,755026240.7,Africa,Western Africa
Libya,2007,17.3,75.5,2.69,6017794,46597616201,Africa,Northern Africa
Lithuania,2007,7.2,71.4,1.39,3264304,19710725000,Europe,Northern Europe
Luxembourg,2007,2.4,80.6,1.62,474705,27066319405,Europe,Western Europe
"Macao, China",2007,NA,79.1,0.91,493022,13876944294,Asia,Eastern Asia
"Macedonia, FYR",2007,11,74.3,1.49,2051427,4322519752,Europe,Southern Europe
Madagascar,2007,47.9,62,4.87,19371031,4841663813,Africa,Eastern Africa
Malawi,2007,64.5,51,5.84,13498377,2192482943,Africa,Eastern Africa
Malaysia,2007,6.9,74.5,2.09,26730607,133247631579,Asia,South-Eastern Asia
Maldives,2007,15.3,78.1,2.41,315515,1080294819,Asia,Southern Asia
Mali,2007,90.1,58,6.81,13759226,3617790525,Africa,Western Africa
Malta,2007,5.9,80.9,1.38,403076,4409988376,Europe,Southern Europe
Mauritania,2007,73.1,67.5,4.99,3328285,1959519170,Africa,Western Africa
Mauritius,2007,14.1,72.7,1.63,1232997,5862115926,Africa,Eastern Africa
Mexico,2007,15.8,75.6,2.38,113139374,691704027302,Americas,Central America
"Micronesia, Fed. Sts.",2007,35.7,67.9,3.66,105080,235138826.9,Oceania,Micronesia
Moldova,2007,15.5,70,1.49,4128459,1958976512,Europe,Eastern Europe
Mongolia,2007,30.6,64.4,2.32,2592776,1862675512,Asia,Eastern Asia
Montenegro,2007,8.2,75.6,1.73,618592,1359293848,Europe,Southern Europe
Morocco,2007,31.9,73.1,2.4,31011322,52239577756,Africa,Northern Africa
Mozambique,2007,81.5,53.2,5.59,22359637,7395431383,Africa,Eastern Africa
Namibia,2007,42.7,57.5,3.44,2083174,5610147245,Africa,Southern Africa
Nepal,2007,42,68.1,3.05,26063619,6938460637,Asia,Southern Asia
Netherlands,2007,4.2,80.2,1.72,16463031,441791696641,Europe,Western Europe
New Caledonia,2007,NA,75.05,2.23,235854,NA,Oceania,Melanesia
New Zealand,2007,5.3,80.1,2.11,4238021,65084119224,Oceania,Australia and New Zealand
Nicaragua,2007,24.4,76.8,2.76,5522119,4962899553,Americas,Central America
Niger,2007,75.2,57.3,7.59,14527631,2390580714,Africa,Western Africa
Nigeria,2007,90.3,58.3,6.02,147152502,69980375057,Africa,Western Africa
Norway,2007,3,80.6,1.9,4716584,197333337247,Europe,Northern Europe
Oman,2007,10.4,76,2.89,2593750,26616587658,Asia,Western Asia
Pakistan,2007,77.4,63.8,3.65,159767672,105879697772,Asia,Southern Asia
Panama,2007,18.5,77.3,2.64,3438398,17459415719,Americas,Central America
Papua New Guinea,2007,53.8,58.2,4.12,6387470,4198261746,Oceania,Melanesia
Paraguay,2007,22.4,74,3.12,5966160,8937744399,Americas,South America
Peru,2007,19,77.9,2.61,28292768,76775759558,Americas,South America
Philippines,2007,26.4,69.7,3.33,88965508,113782759189,Asia,South-Eastern Asia
Poland,2007,6,75.2,1.31,38500356,226149246712,Europe,Eastern Europe
Portugal,2007,3.3,79.2,1.37,10550695,126939300662,Europe,Southern Europe
Puerto Rico,2007,NA,76.9,1.71,3738549,67026665310,Americas,Caribbean
Qatar,2007,8.4,77.3,2.3,1178955,37023885131,Asia,Western Asia
Romania,2007,15.3,73.3,1.33,20979708,55926979218,Europe,Eastern Europe
Russia,2007,12.4,67.7,1.41,143180249,410505209128,Europe,Eastern Europe
Rwanda,2007,56.8,63.1,5.17,9481083,2887905190,Africa,Eastern Africa
St. Lucia,2007,14.6,73.7,2.02,170146,849688217.9,Americas,Caribbean
St. Vincent and the Grenadines,2007,19.2,70.8,2.13,109049,534605272.2,Americas,Caribbean
Samoa,2007,16.2,72.1,4.45,182238,341011349.5,Oceania,Polynesia
Saudi Arabia,2007,16,78.2,3.05,26083522,238833567253,Asia,Western Asia
Senegal,2007,51.9,63,5.14,11897230,6334999295,Africa,Western Africa
Serbia,2007,7.1,74,1.42,9130353,8613915655,Europe,Southern Europe
Seychelles,2007,12.2,72.6,2.28,90841,715953695.9,Africa,Eastern Africa
Sierra Leone,2007,120.5,53,5.23,5391108,1377335079,Africa,Western Africa
Singapore,2007,2.3,80.4,1.29,4732785,143379969740,Asia,South-Eastern Asia
Slovak Republic,2007,7.8,74.6,1.29,5391728,43690611893,Europe,Eastern Europe
Slovenia,2007,3.2,78.2,1.4,2017452,26998265242,Europe,Southern Europe
Solomon Islands,2007,27.6,61.9,4.41,492075,542633559.7,Oceania,Melanesia
South Africa,2007,48.6,53,2.58,49693580,178749049657,Africa,Southern Africa
Spain,2007,4.4,80.8,1.4,45209538,733820614902,Europe,Southern Europe
Sri Lanka,2007,10.7,74.4,2.31,19813816,22811733077,Asia,Southern Asia
Sudan,2007,57.1,65.3,4.87,33637960,19669066108,Africa,Northern Africa
Suriname,2007,24.3,70.1,2.44,500953,1285842040,Americas,South America
Swaziland,2007,74.7,44.3,3.76,1134853,1809106613,Africa,Southern Africa
Sweden,2007,2.7,80.9,1.89,9153316,304258796391,Europe,Northern Europe
Switzerland,2007,4.1,81.7,1.46,7560141,286450319616,Europe,Western Europe
Syria,2007,14.8,75.9,3.24,19425597,27291015420,Asia,Western Asia
Tajikistan,2007,49.2,69.2,3.67,7099021,1430152675,Asia,Central Asia
Tanzania,2007,51.5,59.1,5.59,41522004,16374822018,Africa,Eastern Africa
Thailand,2007,14,73.8,1.5,66353572,173743467322,Asia,South-Eastern Asia
Timor-Leste,2007,60.7,69.2,6.59,1021235,339579440.6,Asia,South-Eastern Asia
Togo,2007,64.1,57.5,4.92,5890414,1455997069,Africa,Western Africa
Tonga,2007,14.5,70.2,4.06,102169,206383106.8,Oceania,Polynesia
Trinidad and Tobago,2007,22.8,71.5,1.79,1309260,14204236402,Americas,Caribbean
Tunisia,2007,17.5,76.6,2.04,10298717,29877676522,Africa,Northern Africa
Turkey,2007,20.2,77.4,2.17,69515492,372619233720,Asia,Western Asia
Turkmenistan,2007,54.7,66.8,2.52,4858235,7823776232,Asia,Central Asia
Uganda,2007,59.2,55.3,6.43,29991958,10287107994,Africa,Eastern Africa
Ukraine,2007,11.6,67.6,1.35,46249196,52367654045,Europe,Eastern Europe
United Arab Emirates,2007,8,75.6,2,6010100,153663846360,Asia,Western Asia
United Kingdom,2007,4.9,79.5,1.84,61151820,1806906922656,Europe,Northern Europe
United States,2007,6.6,78.1,2.12,301655953,11660926745593,Americas,Northern America
Uruguay,2007,11.5,75.7,2.12,3339750,25544963828,Americas,South America
Uzbekistan,2007,43.3,69.2,2.47,26586701,21038382787,Asia,Central Asia
Vanuatu,2007,23.6,63.2,3.68,219956,327382425.3,Oceania,Melanesia
Venezuela,2007,15,74.4,2.56,27670659,158786565932,Americas,South America
West Bank and Gaza,2007,21.3,74.3,4.48,3754693,NA,Asia,Western Asia
Vietnam,2007,21.4,73.8,1.88,85770717,52550385537,Asia,South-Eastern Asia
Yemen,2007,49.4,65.2,5.01,21701105,12624992174,Asia,Western Asia
Zambia,2007,61.3,49,5.91,12738676,4617450196,Africa,Eastern Africa
Zimbabwe,2007,59.9,46.4,3.9,13297798,4239315809,Africa,Eastern Africa
Albania,2008,16,76.8,1.76,2968026,5740574515,Europe,Southern Europe
Algeria,2008,25.3,75.5,2.73,34811059,74839230786,Africa,Northern Africa
Angola,2008,114.7,56.7,6.43,19842251,24669478552,Africa,Middle Africa
Antigua and Barbuda,2008,8.8,75.5,2.16,85350,1024206417,Americas,Caribbean
Argentina,2008,13.7,75.4,2.24,40381860,394594682115,Americas,South America
Armenia,2008,17.9,72.3,1.4,2975029,4680316716,Asia,Western Asia
Aruba,2008,NA,74.77,1.73,101342,NA,Americas,Caribbean
Australia,2008,4.4,81.6,1.96,21370348,542761040949,Oceania,Australia and New Zealand
Austria,2008,3.8,80.4,1.41,8331465,227557455520,Europe,Western Europe
Azerbaijan,2008,37.3,69.2,1.99,8868713,18499278246,Asia,Western Asia
Bahamas,2008,11.9,72.2,1.89,348587,6977385178,Americas,Caribbean
Bahrain,2008,8.1,77.6,2.23,1115777,13159972968,Asia,Western Asia
Bangladesh,2008,43.6,68.3,2.38,148252473,73983829245,Asia,Southern Asia
Barbados,2008,14.2,75.3,1.83,277315,2662289725,Americas,Caribbean
Belarus,2008,5.6,70,1.42,9526453,24103693966,Europe,Eastern Europe
Belgium,2008,3.8,79.6,1.82,10779155,268825324878,Europe,Western Europe
Belize,2008,17.2,70.7,2.91,306165,1187100524,Americas,Central America
Benin,2008,73.7,59.7,5.27,8973525,3121014404,Africa,Western Africa
Bhutan,2008,38.2,70.7,2.51,694990,838356460,Asia,Southern Asia
Bolivia,2008,40.2,71.2,3.48,9599916,11373495913,Americas,South America
Bosnia and Herzegovina,2008,7,77.5,1.22,3839749,8388323119,Europe,Southern Europe
Botswana,2008,45.3,53.2,2.86,1967866,8255372642,Africa,Southern Africa
Brazil,2008,16.2,73.2,1.9,194769696,857885609996,Americas,South America
Brunei,2008,7.4,76.9,2.1,380786,6817818067,Asia,South-Eastern Asia
Bulgaria,2008,11.8,73.2,1.43,7513646,20285749709,Europe,Eastern Europe
Burkina Faso,2008,75.8,58,6.04,14709011,4191056891,Africa,Western Africa
Burundi,2008,69.3,59.1,6.48,8821795,1079207715,Africa,Eastern Africa
Cambodia,2008,43.3,66.1,3.05,13933660,7438427180,Asia,South-Eastern Asia
Cameroon,2008,70.8,56.6,5.17,19570418,13287179562,Africa,Middle Africa
